"artifact"	"consumer"	"check"
"base:artifact_path"	"scripts/build/module_memory.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/lexicon/admit_stem_slice_2a.py"	"tests.test_admit_fmu_boosters::test_fmu_booster_decisions_are_valid"
"base:artifact_path"	"scripts/lexicon/admit_teacher_table.py"	"tests.test_admit_teacher_table::test_admit_and_enrich_keeps_expressions_and_accounts_for_single_token_residuals"
"base:artifact_path"	"scripts/lexicon/build_teacher_deck_cloze.py"	"tests.test_build_teacher_deck_cloze::test_accepts_apostrophe_variants"
"base:artifact_path"	"scripts/lexicon/enrich_manifest.py"	"tests.test_enrich_manifest_cli::test_build_help_exits_zero_and_leaves_manifest_untouched"
"base:artifact_path"	"scripts/lexicon/load_relation_candidates.py"	"tests.test_load_relation_candidates::test_loader_dry_run_is_read_only_and_source_filter_is_precise"
"base:artifact_path"	"scripts/lexicon/ohoiko_paired_headword_split.py"	"tests.test_ohoiko_paired_headword_split::test_analyze_paired_splits_never_promotes_a_no_gloss_leg"
"base:artifact_path"	"scripts/lexicon/park_thin_entries.py"	"tests.test_park_thin_entries::test_artifact_is_written_before_manifest_shrinks_on_write_failure"
"base:artifact_path"	"scripts/lexicon/runner/enrich_offline_20k.py"	"tests.test_lexicon_runner_enrich_offline_20k::test_bare_invocation_refuses_without_running"
"base:artifact_path"	"scripts/lexicon/runner/launch_reenrich_class_b.sh"	"/home/ops/learn-ukrainian/.venv/bin/python -m pytest -q tests/test_launch_reenrich_venv_preflight.py tests/test_lexicon_enrich_manifest.py::test_enrich_uses_base_form_for_pair_single_form_sections tests/test_lexicon_enrich_manifest.py::test_enrich_populates_antonyms_phraseology_and_variant_etymology"
"base:artifact_path"	"scripts/lexicon/runner/reduce_ulif_20k.py"	"tests.test_lexicon_runner_reduce_ulif_20k::test_help_exits_zero_without_side_effects"
"base:artifact_path"	"scripts/navsi200_asr_bakeoff.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/navsi200_captions.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/orchestration/curriculum_readiness.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/projects/open_model_data/phase3_recovery_contracts.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/projects/open_model_data/v4_reproduce_deliverables.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/projects/ua_open_weight_eval/hf_jobs_transport.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/storage/consumers.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/storage/paths.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"scripts/wiki/diagnostics/corpus_gaps/audit.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/audit/test_classify_grounding_failures.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/audit/test_qg_bakeoff.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/audit/test_qg_run_serializer.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/audit/test_qg_shadow_run.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/build/test_wiki_coverage_correction_yaml_guard.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/fixtures/curriculum_qg/layer_b_adversarial/manifest.yaml"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/storage/test_artifacts.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_convergence_loop.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_docs_router.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_layerb_label_tools.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_lexicon_enrich_manifest.py"	"/home/ops/learn-ukrainian/.venv/bin/python -m pytest -q tests/test_launch_reenrich_venv_preflight.py tests/test_lexicon_enrich_manifest.py::test_enrich_uses_base_form_for_pair_single_form_sections tests/test_lexicon_enrich_manifest.py::test_enrich_populates_antonyms_phraseology_and_variant_etymology"
"base:artifact_path"	"tests/test_miyklas_relation_miner.py"	"tests.test_miyklas_relation_miner::test_clean_candidate_records_removes_labels_without_losing_valid_terms"
"base:artifact_path"	"tests/test_module_memory.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_ohoiko_paired_headword_split.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_open_model_phase3_recovery_contracts.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/test_v6_contract_flow.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:artifact_path"	"tests/wiki/diagnostics/test_corpus_gaps.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"scripts/delegate.py"	"logical-id: frozen classification, untracked host state, or unchanged synthetic sparse tree name"
"base:data-prefix"	"scripts/deploy/auto_deploy_eligibility.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"scripts/lexicon/curated_ohoiko_ulp_repromote.py"	"tests.test_curated_ohoiko_ulp_repromote::test_collect_ulp_headwords_signature_has_no_sum_connection"
"base:data-prefix"	"scripts/lexicon/curated_textbook_jsonl_repromote.py"	"tests.test_curriculum_atlas_intake::test_capitalized_proper_nouns_resolve_to_canonical_lemma"
"base:data-prefix"	"scripts/projects/open_model_data/phase3_heldout_partition.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"scripts/storage/artifacts.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"scripts/storage/consumers.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"scripts/storage/paths.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"tests/projects/open_model_data/_v4_a7_real_slot_fixture.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"tests/storage/test_consumers.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-prefix"	"tests/test_delegate.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-segment-join"	"scripts/audit/grow_lexicon_from_lemmas.py"	"tests.test_grow_lexicon_from_lemmas::test_generate_candidates_reads_lemma_file_and_splits_candidates"
"base:data-segment-join"	"scripts/audit/grow_lexicon_from_sources.py"	"tests.test_grow_lexicon_from_sources::test_generate_candidates_from_source_inventory_retains_provenance"
"base:data-segment-join"	"scripts/audit/source_inventory_intake.py"	"tests.test_source_inventory_intake::test_committed_source_inventory_files_are_valid"
"base:data-segment-join"	"scripts/lexicon/admit_teacher_table.py"	"tests.test_admit_teacher_table::test_admit_and_enrich_keeps_expressions_and_accounts_for_single_token_residuals"
"base:data-segment-join"	"scripts/lexicon/anchor_curation_evidence.py"	"tests.test_anchor_curation_worksheet::test_anchor_curation_worksheet_has_exactly_158_unique_evidenced_records"
"base:data-segment-join"	"scripts/lexicon/apply_anchor_worksheet.py"	"tests.test_apply_anchor_worksheet::test_agy_dry_run_does_not_apply_legacy_cached_fill"
"base:data-segment-join"	"scripts/lexicon/atlas_intake_core.py"	"tests.test_ohoiko_atlas_intake::test_build_intake_classifies_book_and_running_text_candidates"
"base:data-segment-join"	"scripts/lexicon/build_data_manifest.py"	"tests.etymology.test_build_data_manifest::test_entry_fields_include_cognates_and_proto"
"base:data-segment-join"	"scripts/lexicon/build_kaikki_lookup.py"	"tests.test_build_kaikki_lookup::test_build_lookup_aggregates_ipa_etymology_and_pos"
"base:data-segment-join"	"scripts/lexicon/curriculum_atlas_intake.py"	"tests.test_curriculum_atlas_intake::test_capitalized_proper_nouns_resolve_to_canonical_lemma"
"base:data-segment-join"	"scripts/lexicon/enrich_manifest.py"	"tests.test_enrich_manifest_cli::test_build_help_exits_zero_and_leaves_manifest_untouched"
"base:data-segment-join"	"scripts/lexicon/esum_garbled.py"	"logical-id: dynamic data join targets runtime cache, runner state, or unrelated data; no P2 tracked K resolver"
"base:data-segment-join"	"scripts/lexicon/extract_grinchyshyn_paronym_candidates.py"	"tests.test_extract_grinchyshyn_paronym_candidates::test_expands_groups_and_accepts_wrapped_slash_lines"
"base:data-segment-join"	"scripts/lexicon/generate_antonym_candidates.py"	"logical-id: dynamic data join targets runtime cache, runner state, or unrelated data; no P2 tracked K resolver"
"base:data-segment-join"	"scripts/lexicon/generate_needs_review_ledger.py"	"tests.test_generate_needs_review_ledger::test_cli_refuses_without_write_or_dry_run"
"base:data-segment-join"	"scripts/lexicon/generate_vesum_aliases.py"	"tests.test_generate_vesum_aliases::test_build_alias_map_gates"
"base:data-segment-join"	"scripts/lexicon/grow_lexicon_from_content.py"	"tests.test_grow_lexicon_from_content::test_build_skeleton_entry_prefers_non_archaic_exact_pos"
"base:data-segment-join"	"scripts/lexicon/heritage_calque_wave.py"	"tests.test_heritage_calque_wave::test_candidate_sentences_splits_on_terminal_punctuation"
"base:data-segment-join"	"scripts/lexicon/heritage_classifier.py"	"tests.test_heritage_classifier::test_atlas_heritage_labels_use_source_backed_evidence"
"base:data-segment-join"	"scripts/lexicon/load_relation_candidates.py"	"tests.test_load_relation_candidates::test_loader_dry_run_is_read_only_and_source_filter_is_precise"
"base:data-segment-join"	"scripts/lexicon/mine_wikipedia_relations.py"	"logical-id: dynamic data join targets runtime cache, runner state, or unrelated data; no P2 tracked K resolver"
"base:data-segment-join"	"scripts/lexicon/ohoiko_atlas_intake.py"	"tests.test_ohoiko_atlas_intake::test_build_intake_classifies_book_and_running_text_candidates"
"base:data-segment-join"	"scripts/lexicon/park_thin_entries.py"	"tests.test_park_thin_entries::test_artifact_is_written_before_manifest_shrinks_on_write_failure"
"base:data-segment-join"	"scripts/lexicon/promote_grow_candidates.py"	"tests.test_promote_grow_candidates::test_allow_preexisting_conformance_checks_only_promoted_entries"
"base:data-segment-join"	"scripts/lexicon/promote_teacher_lesson_intake.py"	"tests.test_promote_teacher_lesson_intake::test_build_teacher_lesson_membership_unions_existing_atlas_routes"
"base:data-segment-join"	"scripts/lexicon/reconcile_calque_clusters.py"	"tests.test_reconcile_calque_clusters::test_candidate_alternative_validation"
"base:data-segment-join"	"scripts/lexicon/runner/atlas_job.py"	"logical-id: dynamic data join targets runtime cache, runner state, or unrelated data; no P2 tracked K resolver"
"base:data-segment-join"	"scripts/lexicon/runner/enrich_offline_20k.py"	"tests.test_lexicon_runner_enrich_offline_20k::test_bare_invocation_refuses_without_running"
"base:data-segment-join"	"scripts/lexicon/thin_page_report.py"	"tests.test_thin_page_report::test_classify_tier_rule"
"base:data-segment-join"	"scripts/lexicon/triage_needs_review.py"	"tests.test_triage_needs_review::test_batch_dict_siblings_with_fixture_db"
"base:data-segment-join"	"scripts/practice_deck/end_dictionaries.py"	"tests.test_end_dictionaries::test_classify_section_title_dominant_kinds"
"base:data-segment-join"	"tests/test_curriculum_atlas_intake.py"	"tests.test_curriculum_atlas_intake::test_capitalized_proper_nouns_resolve_to_canonical_lemma"
"base:data-segment-join"	"tests/test_delegate.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:data-segment-join"	"tests/test_launch_reenrich_venv_preflight.py"	"/home/ops/learn-ukrainian/.venv/bin/python -m pytest -q tests/test_launch_reenrich_venv_preflight.py tests/test_lexicon_enrich_manifest.py::test_enrich_uses_base_form_for_pair_single_form_sections tests/test_lexicon_enrich_manifest.py::test_enrich_populates_antonyms_phraseology_and_variant_etymology"
"base:data-segment-join"	"tests/test_ohoiko_atlas_intake.py"	"tests.test_ohoiko_atlas_intake::test_build_intake_classifies_book_and_running_text_candidates"
"base:data-segment-join"	"tests/test_source_inventory_intake.py"	"tests.test_source_inventory_intake::test_committed_source_inventory_files_are_valid"
"base:data-segment-join"	"tests/test_sparse_collection_guard.py"	"logical-id: frozen classification, untracked host state, or unchanged synthetic sparse tree name"
"base:data-segment-join"	"tests/test_synonym_verdicts_pipeline.py"	"logical-id: generic base symbol in unchanged code does not resolve a P2 path"
"base:phase-directory-prefix"	".github/workflows/atlas-grow.yml"	"gh run view 36243687964 --json conclusion (success; final branch CI follows)"
"base:phase-directory-prefix"	"agents_extensions/shared/rules/delegate-must-use-worktree.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/SCRIPTS.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/architecture/adr/adr-017-atlas-schema-and-lifecycle.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/best-practices/word-atlas-design.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/decisions/2026-09-11-atlas-enrich-first-and-deterministic-decolonization.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/dispatch-briefs/2026-06-12-atlas-heritage-classifier-strict-fix.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/dispatch-briefs/2026-06-12-kaikki-ipa-etymology-wiring.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/plans/2026-07-25-atlas-open-lexical-layer.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/plans/atlas-entry-model-v1-and-corpus-fill.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/poc/word-atlas/PRACTICE-HUB-SPEC.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/practice/curated-membership-and-sources.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/practice/heritage-calque-wave1-residual.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/practice/heritage-pairs-growth.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/practice/paronym-residual-taxonomy.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/practice/textbook-end-dictionaries.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/projects/open-model-data/DATASET_ACCEPTANCE_CHECK_SPEC.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/atlas-20k-runner-durability.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/atlas-job-protocol.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/data-backup.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/word-atlas-ohoiko-ulp-source-scope.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/word-atlas-private-teacher-source-scope.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/word-atlas-source-inventory-review-candidates.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"docs/runbooks/word-atlas-textbook-source-scope.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"registry/lexicon/grow-triage-ledgers/2026-07-10-grow-automerge-deferred-adjudication.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/grow-triage-ledgers/README.md"	"doc-only: historical, provenance, or human guidance; runnable K paths are reviewed in notes-P2.md"
"base:phase-directory-prefix"	"registry/lexicon/intake/private_teacher_lesson_intake_decisions.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-06-29-first-approved-publish-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-06-30-second-approved-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-06-30-third-approved-textbook-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-02-first-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-eighth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-eleventh-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-fifth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-fifth-approved-textbook-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-fourth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-fourth-approved-textbook-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-ninth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-second-approved-ohoiko-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-second-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-seventh-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-sixth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-tenth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-03-third-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-05-fifteenth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-05-fourteenth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-05-sixteenth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-05-thirteenth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-05-twelfth-approved-teacher-lesson-ledger-batch.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-curriculum-intake-bulk-reject-R1.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-curriculum-review-queue-batch-00-calibration.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-01.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-02.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-03.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-04.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-05.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-06.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-07.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-08.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-09.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-10.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-11.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-12.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
"base:phase-directory-prefix"	"registry/lexicon/source-inventory-review-decisions/2026-07-14-ohoiko-corpus-intake-batch-13.yaml"	"logical-id: stored source provenance path; physical readers map it to registry or artifact_path()"
